1.000000000000000000e+00,-5.011847172839980491e-01,-7.201143713542454972e-01
1.000000000000000000e+00,-5.001668207345449924e-01,-4.545080295340314658e-01
1.000000000000000000e+00,-4.994925194971764348e-01,-4.503232844432805138e-01
1.000000000000000000e+00,-4.988182182598079328e-01,-4.466210781863113599e-01
1.000000000000000000e+00,-4.981439170224394308e-01,-4.433457416981266275e-01
1.000000000000000000e+00,-4.974696157850709288e-01,-4.404266049994933763e-01
1.000000000000000000e+00,-4.967953145477024268e-01,-4.370048641521349642e-01
1.000000000000000000e+00,-4.961210133103338693e-01,-4.338310320634579109e-01
1.000000000000000000e+00,-4.954467120729653673e-01,-4.296676796150450395e-01
1.000000000000000000e+00,-4.947724108355968653e-01,-4.267386088618088658e-01
1.000000000000000000e+00,-4.940981095982283633e-01,-4.233636859351535553e-01
1.000000000000000000e+00,-4.934238083608598613e-01,-4.198710297079065179e-01
1.000000000000000000e+00,-4.927495071234913593e-01,-4.168827972334456233e-01
1.000000000000000000e+00,-4.920752058861228573e-01,-4.141499978263505355e-01
1.000000000000000000e+00,-4.914009046487543553e-01,-4.114592460266097151e-01
1.000000000000000000e+00,-4.907266034113857978e-01,-4.083068557587589131e-01
1.000000000000000000e+00,-4.900523021740172958e-01,-4.055957932434188784e-01
1.000000000000000000e+00,-4.893780009366487938e-01,-4.024814179468953479e-01
1.000000000000000000e+00,-4.887036996992802917e-01,-3.997616508391556578e-01
1.000000000000000000e+00,-4.880293984619117897e-01,-3.964878388841030499e-01
1.000000000000000000e+00,-4.873550972245432877e-01,-3.933498087347872540e-01
1.000000000000000000e+00,-4.866807959871747857e-01,-3.899498539576719547e-01
1.000000000000000000e+00,-4.860064947498062282e-01,-3.868758050214179955e-01
1.000000000000000000e+00,-4.853321935124377262e-01,-3.839631107047302705e-01
1.000000000000000000e+00,-4.846578922750692242e-01,-3.811307740376528308e-01
1.000000000000000000e+00,-4.839835910377007222e-01,-3.779760232023716138e-01
1.000000000000000000e+00,-4.826349885629637182e-01,-3.723473977000186230e-01
1.000000000000000000e+00,-4.812863860882267142e-01,-3.685795878316641683e-01
1.000000000000000000e+00,-4.799377836134896547e-01,-3.654730319147538875e-01
1.000000000000000000e+00,-4.785891811387526507e-01,-3.630507946602223868e-01
1.000000000000000000e+00,-4.779148799013841487e-01,-3.607647818178209009e-01
1.000000000000000000e+00,-4.772405786640156466e-01,-3.578837584474912070e-01
1.000000000000000000e+00,-4.765662774266471446e-01,-3.542369768384335260e-01
1.000000000000000000e+00,-4.758919761892785871e-01,-3.509996553215760096e-01
1.000000000000000000e+00,-4.752176749519100851e-01,-3.481128785599195696e-01
1.000000000000000000e+00,-4.745433737145415831e-01,-3.466997838818892119e-01
1.000000000000000000e+00,-4.738690724771730811e-01,-3.452387401779286047e-01
1.000000000000000000e+00,-4.731947712398045791e-01,-3.441780093673753038e-01
1.000000000000000000e+00,-4.725204700024360771e-01,-3.429742675133296004e-01
1.000000000000000000e+00,-4.718461687650675751e-01,-3.417650668471010622e-01
1.000000000000000000e+00,-4.711718675276990731e-01,-3.399672488564016715e-01
1.000000000000000000e+00,-4.704975662903305156e-01,-3.388338814188751602e-01
1.000000000000000000e+00,-4.698232650529620136e-01,-3.371888609908068046e-01
1.000000000000000000e+00,-4.691489638155935116e-01,-3.356504595250120460e-01
1.000000000000000000e+00,-4.684746625782250096e-01,-3.347993766093722567e-01
1.000000000000000000e+00,-4.678003613408565076e-01,-3.340196025015261805e-01
1.000000000000000000e+00,-4.671260601034880056e-01,-3.330002799779813727e-01
1.000000000000000000e+00,-4.664517588661195036e-01,-3.321588852245039303e-01
1.000000000000000000e+00,-4.657774576287509460e-01,-3.314956149550463138e-01
1.000000000000000000e+00,-4.651031563913824440e-01,-3.305852719612055179e-01
1.000000000000000000e+00,-4.644288551540139420e-01,-3.298508404194185895e-01
1.000000000000000000e+00,-4.637545539166454400e-01,-3.289316944762019634e-01
1.000000000000000000e+00,-4.630802526792769380e-01,-3.282393597202573621e-01
1.000000000000000000e+00,-4.624059514419084360e-01,-3.271933332776560399e-01
1.000000000000000000e+00,-4.617316502045399340e-01,-3.263002027546620387e-01
1.000000000000000000e+00,-4.610573489671714320e-01,-3.256237034718965084e-01
1.000000000000000000e+00,-4.603830477298028745e-01,-3.248108814200246219e-01
1.000000000000000000e+00,-4.597087464924343725e-01,-3.240637618282992127e-01
1.000000000000000000e+00,-4.590344452550658705e-01,-3.233455100091082723e-01
1.000000000000000000e+00,-4.583601440176973685e-01,-3.224859192150213438e-01
1.000000000000000000e+00,-4.576858427803288665e-01,-3.217602414441221859e-01
1.000000000000000000e+00,-4.570115415429603645e-01,-3.208536360153795841e-01
1.000000000000000000e+00,-4.563372403055918625e-01,-3.196798930390953863e-01
1.000000000000000000e+00,-4.556629390682233050e-01,-3.189673951030160270e-01
1.000000000000000000e+00,-4.549886378308548029e-01,-3.182668967180412589e-01
1.000000000000000000e+00,-4.543143365934863009e-01,-3.174690741050501530e-01
1.000000000000000000e+00,-4.536400353561177989e-01,-3.162449723569171200e-01
1.000000000000000000e+00,-4.529657341187492969e-01,-3.153735295471900568e-01
1.000000000000000000e+00,-4.522914328813807949e-01,-3.144492690412075131e-01
1.000000000000000000e+00,-4.516171316440122929e-01,-3.132458222580906115e-01
1.000000000000000000e+00,-4.509428304066437909e-01,-3.122235490252577850e-01
1.000000000000000000e+00,-4.502685291692752334e-01,-3.113905146147630254e-01
1.000000000000000000e+00,-4.495942279319067314e-01,-3.104910892452879545e-01
1.000000000000000000e+00,-4.489199266945382294e-01,-3.091613029261558454e-01
1.000000000000000000e+00,-4.482456254571697274e-01,-3.083723324410287958e-01
1.000000000000000000e+00,-4.475713242198012254e-01,-3.077131931645743501e-01
1.000000000000000000e+00,-4.468970229824327234e-01,-3.068572907570975006e-01
1.000000000000000000e+00,-4.462227217450642214e-01,-3.055720109697263043e-01
1.000000000000000000e+00,-4.455484205076956639e-01,-3.046723888862986618e-01
1.000000000000000000e+00,-4.448741192703271619e-01,-3.036985564642774582e-01
1.000000000000000000e+00,-4.441998180329586599e-01,-3.029132743657604321e-01
1.000000000000000000e+00,-4.435255167955901578e-01,-3.020683879396254823e-01
1.000000000000000000e+00,-4.428512155582216558e-01,-3.010283120940883128e-01
1.000000000000000000e+00,-4.421769143208531538e-01,-3.000647087975988891e-01
1.000000000000000000e+00,-4.415026130834846518e-01,-2.992918688565796570e-01
1.000000000000000000e+00,-4.408283118461161498e-01,-2.983588545797092872e-01
1.000000000000000000e+00,-4.401540106087475923e-01,-2.974846085961586062e-01
1.000000000000000000e+00,-4.394797093713790903e-01,-2.966390828496778820e-01
1.000000000000000000e+00,-4.388054081340105883e-01,-2.959027825253419119e-01
1.000000000000000000e+00,-4.381311068966420863e-01,-2.947910536225941125e-01
1.000000000000000000e+00,-4.374568056592735843e-01,-2.936879801337578533e-01
1.000000000000000000e+00,-4.367825044219050823e-01,-2.929492208850151824e-01
1.000000000000000000e+00,-4.361082031845365803e-01,-2.920525003323874436e-01
1.000000000000000000e+00,-4.354339019471680228e-01,-2.914026557901902570e-01
1.000000000000000000e+00,-4.347596007097995208e-01,-2.908369064627014944e-01
